ModelConditionID,ModelID,ParentModelConditionID,CellFormat,PassageNumber,GrowthMedia,FormulationID,PlateCoating
MC-001334-NKNW,ACH-001334,,adherent,,,,None
MC-001334-Wwjp,ACH-001334,,adherent,,MF-020-001,Waymouth's MB 752_1 + 10% FBS,None
MC-001335-yPd0,ACH-001335,,adherent,,MF-020-001,Waymouth's MB 752_1 + 10% FBS,None
MC-001336-KEF9,ACH-001336,,adherent,,,,None
MC-001336-Y0Qd,ACH-001336,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001338-wh8o,ACH-001338,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001338-zr7W,ACH-001338,,adherent,,,,None
MC-001339-5nRN,ACH-001339,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001340-Rzvh,ACH-001340,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001341-gFHa,ACH-001341,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001341-PkD9,ACH-001341,,adherent,,,,None
MC-001344-BEpV,ACH-001344,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001344-oQWg,ACH-001344,,adherent,,,,None
MC-001345-JQah,ACH-001345,,adherent,,,,None
MC-001345-KbHX,ACH-001345,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001346-JhaA,ACH-001346,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001347-gXUu,ACH-001347,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001350-rSNa,ACH-001350,,adherent,,,,None
MC-001350-yZDB,ACH-001350,,adherent,,MF-002-009,DMEM + 20% FBS,None
MC-001353-5EnB,ACH-001353,,adherent,,MF-005-004,IMDM + 20% FBS,None
MC-001354-TZLe,ACH-001354,,adherent,,MF-038-001,60% RPMI + 40% EMEM + 20% FBS + 2 mM L-glutamine + 100uM NEAA,None
MC-001355-MtE7,ACH-001355,,adherent,,,,None
MC-001356-nuAU,ACH-001356,,adherent,,MF-001-021,RPMI + 20% FBS + 2mM Glutamine,None
MC-001358-xDFe,ACH-001358,,adherent,,,,None
MC-001359-BpGd,ACH-001359,,adherent,,,,None
MC-001360-kFdj,ACH-001360,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001360-PH5r,ACH-001360,,adherent,,,,None
MC-001362-bIQW,ACH-001362,,,,,,None
MC-001363-WS4e,ACH-001363,,suspension,,,,None
MC-001364-oBUk,ACH-001364,,suspension,,,,None
MC-001365-52X8,ACH-001365,,suspension,,,,None
MC-001366-orHv,ACH-001366,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001367-Tnwl,ACH-001367,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001368-TN5O,ACH-001368,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001368-uorq,ACH-001368,,suspension,,,,None
MC-001369-jLCX,ACH-001369,,adherent,,MF-035-001,OCMI-L,None
MC-001370-W35c,ACH-001370,,adherent,,MF-035-001,OCMI-L,None
MC-001373-janw,ACH-001373,,adherent,,MF-007-009,DMEM:F12 + 5% FBS + 2mM Glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone,None
MC-001373-sepn,ACH-001373,,adherent,,,,None
MC-001374-6gRC,ACH-001374,,adherent,,,,None
MC-001374-dbTF,ACH-001374,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001375-dtVX,ACH-001375,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001376-Gwba,ACH-001376,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001377-bNuk,ACH-001377,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001378-93SH,ACH-001378,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001379-q3xU,ACH-001379,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001380-9Lr6,ACH-001380,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001382-KLz9,ACH-001382,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-001383-teSI,ACH-001383,,adherent,,,,None
MC-001384-mAQS,ACH-001384,,adherent,,MF-027-001,EMEM:F12 + 10% FBS,None
MC-001384-YEvt,ACH-001384,,adherent,,,,None
MC-001385-aPIz,ACH-001385,,adherent,,,,None
MC-001385-Q4sY,ACH-001385,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001386-7apY,ACH-001386,,suspension,,MF-002-001,DMEM + 10% FBS,None
MC-001388-in95,ACH-001388,,adherent,,MF-004-006,F12 + 1X ITS + 10mM HEPES + 1ug/ml Hydrocortisone + 1g/l BSA + 10ng/ml EGF + 5mM Ethanolamine + 10nM Triiodo-L-Thyronine,None
MC-001389-JiiU,ACH-001389,,adherent,,MF-004-004,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 10ng/ml EGF,None
MC-001390-SOLL,ACH-001390,,adherent,,MF-004-008,F12 + 10% FBS + 1mM Glutamine + 44mM Glucose + 12mM Sodium Bicarbonate,None
MC-001391-RTBf,ACH-001391,,adherent,,MF-004-005,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,None
MC-001392-ka56,ACH-001392,,adherent,,MF-004-005,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,None
MC-001393-GjYg,ACH-001393,,adherent,,MF-004-006,F12 + 1X ITS + 10mM HEPES + 1ug/ml Hydrocortisone + 1g/l BSA + 10ng/ml EGF + 5mM Ethanolamine + 10nM Triiodo-L-Thyronine,None
MC-001394-lc2m,ACH-001394,,adherent,,MF-004-005,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,None
MC-001395-yQwP,ACH-001395,,adherent,,MF-004-006,F12 + 1X ITS + 10mM HEPES + 1ug/ml Hydrocortisone + 1g/l BSA + 10ng/ml EGF + 5mM Ethanolamine + 10nM Triiodo-L-Thyronine,None
MC-001396-PnEE,ACH-001396,,adherent,,MF-004-005,F12 + 5% FBS + 5ug/ml Insulin + 10mM HEPES + 1ug/ml Hydrocortisone,None
MC-001398-XBHi,ACH-001398,,adherent,,MF-021-002,L-15 + 10% FBS + 2mM Glutamine,None
MC-001399-3VUK,ACH-001399,,adherent,,,,None
MC-001399-jcVk,ACH-001399,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-001400-f9np,ACH-001400,,adherent,,,,None
MC-001400-xyWT,ACH-001400,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-001401-l6Fd,ACH-001401,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-001401-li0Z,ACH-001401,,adherent,,,,None
MC-001402-CPYn,ACH-001402,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-001402-zpCA,ACH-001402,,adherent,,,,None
MC-001403-LSWw,ACH-001403,,adherent,,MF-001-010,RPMI + 10% FBS + 2mM Glutamine + 2mM Sodium pyruvate,None
MC-001407-g9d6,ACH-001407,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001408-9zFI,ACH-001408,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001409-HWlo,ACH-001409,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001410-v8bP,ACH-001410,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001411-EIzh,ACH-001411,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001412-q1LP,ACH-001412,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001413-tAbm,ACH-001413,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001414-GNy8,ACH-001414,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001415-BCBQ,ACH-001415,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001416-TEmo,ACH-001416,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001417-QWc5,ACH-001417,,adherent,,,,None
MC-001418-yATq,ACH-001418,,adherent,,MF-039-001,RPMI:MEGM (1:1) + 3% FBS,None
MC-001418-YrAD,ACH-001418,,adherent,,,,None
MC-001419-BDid,ACH-001419,,adherent,,MF-017-001,MEBM + 2% FBS + 2mM Glutamine + MEGM single quot + 10ng/ml EGF,None
MC-001421-pJpX,ACH-001421,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001422-2WUe,ACH-001422,,adherent,,MF-016-001,KSFM,None
MC-001430-Lr6c,ACH-001430,,mixed,,,,None
MC-001431-lLsj,ACH-001431,,adherent,,,,None
MC-001433-0iYo,ACH-001433,,adherent,10+,MF-018-001,SMGM,None
MC-001437-kbI5,ACH-001437,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-001438-SWHw,ACH-001438,,adherent,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-001441-SMif,ACH-001441,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001442-F4Lg,ACH-001442,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001443-rLAB,ACH-001443,,adherent,,,,None
MC-001443-vVtt,ACH-001443,,adherent,,MF-009-001,DMEM:RPMI (1:1) + 10% FBS,None
MC-001450-e2AC,ACH-001450,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001451-WMrP,ACH-001451,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-001452-vYEQ,ACH-001452,,suspension,,,,None
MC-001453-2D76,ACH-001453,,adherent,,,,None
MC-001453-LwRm,ACH-001453,,adherent,,MF-001-027,RPMI + 20% FBS + 20ng/ml testosterone + 5ug/ml transferrin + 5ng/ml sodium selenite + 5ug/ml insulin,None
MC-001454-oIL3,ACH-001454,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001456-4fjm,ACH-001456,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001458-fAIa,ACH-001458,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001459-5XUL,ACH-001459,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001460-E7N6,ACH-001460,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001461-ucEw,ACH-001461,,adherent,,MF-005-002,IMDM + 10% FBS + 2mM Glutamine,None
MC-001481-8jhv,ACH-001481,,adherent,,MF-005-005,IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium,None
MC-001484-dooe,ACH-001484,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001485-Qw1Y,ACH-001485,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001489-8Jel,ACH-001489,,suspension,,,,None
MC-001489-vvbB,ACH-001489,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001490-n9xE,ACH-001490,,suspension,,,,None
MC-001494-4tLW,ACH-001494,,adherent,,MF-006-003,MEM + 10% FBS + 4mM Glutamine + 1mM Sodium pyruvate + 2x MEM NEAA + EAA,None
MC-001494-DsFq,ACH-001494,,adherent,,,,None
MC-001495-sW85,ACH-001495,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001496-UeUf,ACH-001496,,adherent,,,,None
MC-001496-yOV6,ACH-001496,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001497-Fwch,ACH-001497,,suspension,,,,None
MC-001497-Jwk8,ACH-001497,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001498-e54Y,ACH-001498,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001498-leUb,ACH-001498,,suspension,,,,None
MC-001500-fjpJ,ACH-001500,,adherent,,,,None
MC-001500-IO4l,ACH-001500,,adherent,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-001508-tAH6,ACH-001508,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001509-3x7y,ACH-001509,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001510-9gF4,ACH-001510,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001511-o65N,ACH-001511,,adherent,,MF-007-003,DMEM:F12 + 10% FBS + 2mM Glutamine + 500ng/ml Sodium hydrocortisone succinate,None
MC-001513-eaBx,ACH-001513,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001515-hQCS,ACH-001515,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-001516-bRnF,ACH-001516,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001517-JvBR,ACH-001517,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001517-TVRG,ACH-001517,,adherent,,,,None
MC-001518-3HlU,ACH-001518,,adherent,,MF-015-007,EMEM + 15% FBS,None
MC-001519-a7Bb,ACH-001519,,adherent,,,,None
MC-001519-bkMC,ACH-001519,,adherent,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-001520-y4jG,ACH-001520,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-001521-otPk,ACH-001521,,adherent,,MF-002-009,DMEM + 20% FBS,None
MC-001522-9yDR,ACH-001522,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001523-EZfZ,ACH-001523,,adherent,,MF-002-009,DMEM + 20% FBS,None
MC-001524-0LvO,ACH-001524,,adherent,,MF-005-001,IMDM + 10% FBS,None
MC-001525-0dht,ACH-001525,,adherent,,,,None
MC-001525-RDCC,ACH-001525,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-001526-UhGC,ACH-001526,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001526-Y6x6,ACH-001526,,adherent,,,,None
MC-001528-qmGv,ACH-001528,,adherent,,MF-009-001,DMEM:RPMI (1:1) + 10% FBS,None
MC-001529-g0Ic,ACH-001529,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001529-Pkfi,ACH-001529,,adherent,,,,None
MC-001530-i3NR,ACH-001530,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001530-VwuE,ACH-001530,,adherent,,,,None
MC-001532-MUr8,ACH-001532,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001533-SowA,ACH-001533,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001536-hiad,ACH-001536,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001537-4GEo,ACH-001537,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001538-vm50,ACH-001538,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001539-2idY,ACH-001539,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001540-8tA1,ACH-001540,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001541-ux7W,ACH-001541,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001542-iWSd,ACH-001542,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001542-r6aC,ACH-001542,,adherent,,,,None
MC-001543-1aK8,ACH-001543,,adherent,,,,None
MC-001543-oWoE,ACH-001543,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001544-r8oy,ACH-001544,,adherent,,,,None
MC-001547-7JIQ,ACH-001547,,adherent,,MF-001-016,RPMI + 5% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001548-CZI2,ACH-001548,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001549-PRW5,ACH-001549,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001549-yjYw,ACH-001549,,suspension,,,,None
MC-001550-a6g4,ACH-001550,,adherent,,MF-001-017,RPMI + 15% FBS,None
MC-001551-CV0Z,ACH-001551,,adherent,,MF-001-017,RPMI + 15% FBS,None
MC-001552-J5Mf,ACH-001552,,adherent,,MF-001-017,RPMI + 15% FBS,None
MC-001554-W5Vn,ACH-001554,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001555-ezZP,ACH-001555,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001556-noFY,ACH-001556,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001557-elcL,ACH-001557,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001558-2y5e,ACH-001558,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001559-Lyqh,ACH-001559,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001560-l8bg,ACH-001560,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001561-MKmJ,ACH-001561,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001562-lvLb,ACH-001562,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001563-W7yA,ACH-001563,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001566-JFQg,ACH-001566,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001567-Cfys,ACH-001567,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001568-F9m6,ACH-001568,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001569-3Qgz,ACH-001569,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001570-D1zt,ACH-001570,,adherent,,MF-001-004,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES,None
MC-001573-Kzh2,ACH-001573,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001574-0hwo,ACH-001574,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001577-0fJh,ACH-001577,,suspension,,MF-003-002,AlphaMEM + 20% FBS + 10ng/ml GM-CSF,None
MC-001578-6Nny,ACH-001578,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001578-zUzM,ACH-001578,,adherent,,,,None
MC-001591-DGWX,ACH-001591,,suspension,,,,None
MC-001599-WbUa,ACH-001599,,suspension,,,,None
MC-001603-5VOk,ACH-001603,,adherent,,,,None
MC-001603-71Mw,ACH-001603,,adherent,,MF-003-001,AlphaMEM + 10% FBS,None
MC-001605-h6eY,ACH-001605,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001605-QuPH,ACH-001605,,adherent,,,,None
MC-001606-RQQZ,ACH-001606,,adherent,,,,None
MC-001607-JjpA,ACH-001607,,adherent,,MF-022-001,William's E medium + 10% FBS,None
MC-001608-UOYC,ACH-001608,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001609-ziwW,ACH-001609,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001610-dKv7,ACH-001610,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001611-y9MC,ACH-001611,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001613-audg,ACH-001613,,suspension,,MF-003-002,AlphaMEM + 20% FBS + 10ng/ml GM-CSF,None
MC-001616-GhL4,ACH-001616,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001617-Af6D,ACH-001617,,suspension,,,,None
MC-001617-bsKb,ACH-001617,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-001618-oYEK,ACH-001618,,suspension,,MF-005-004,IMDM + 20% FBS,None
MC-001619-IR6I,ACH-001619,,adherent,,MF-002-006,DMEM + 10% FBS + 2mM glutamine + 500uM pyruvate,None
MC-001622-QSPg,ACH-001622,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001623-0Tfd,ACH-001623,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001624-OLI2,ACH-001624,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001625-p0RD,ACH-001625,,adherent,,MF-007-007,DMEM:F12,None
MC-001625-zNO7,ACH-001625,,,,,,None
MC-001626-p1qh,ACH-001626,,adherent,,,,None
MC-001626-xNA2,ACH-001626,,adherent,,MF-007-007,DMEM:F12,None
MC-001627-wPx0,ACH-001627,,adherent,,MF-019-001,Stemline Keratinocyte Medium II + 2% FBS + 2mM Glutamine + Stemline keratinocyte growth supplement,None
MC-001628-yeFU,ACH-001628,,adherent,,MF-001-010,RPMI + 10% FBS + 2mM Glutamine + 2mM Sodium pyruvate,None
MC-001630-hYpZ,ACH-001630,,adherent,,MF-001-010,RPMI + 10% FBS + 2mM Glutamine + 2mM Sodium pyruvate,None
MC-001630-v6oL,ACH-001630,,adherent,,,,None
MC-001632-238g,ACH-001632,,,,,,None
MC-001632-c7YN,ACH-001632,,adherent,,MF-001-010,RPMI + 10% FBS + 2mM Glutamine + 2mM Sodium pyruvate,None
MC-001634-3wQU,ACH-001634,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001636-mxpz,ACH-001636,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001638-PAnW,ACH-001638,,suspension,,,,None
MC-001638-xwcP,ACH-001638,,suspension,,MF-001-017,RPMI + 15% FBS,None
MC-001639-4v7O,ACH-001639,,suspension,,,,None
MC-001641-0Q0R,ACH-001641,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001641-Fdg4,ACH-001641,,adherent,,,,None
MC-001642-0e1Y,ACH-001642,,suspension,,,,None
MC-001642-TZNY,ACH-001642,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001645-GbnR,ACH-001645,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001647-cFRC,ACH-001647,,suspension,,MF-005-004,IMDM + 20% FBS,None
MC-001648-qKEf,ACH-001648,,adherent,,MF-019-001,Stemline Keratinocyte Medium II + 2% FBS + 2mM Glutamine + Stemline keratinocyte growth supplement,None
MC-001649-aJin,ACH-001649,,adherent,,MF-019-001,Stemline Keratinocyte Medium II + 2% FBS + 2mM Glutamine + Stemline keratinocyte growth supplement,None
MC-001650-mD8X,ACH-001650,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001650-X72x,ACH-001650,,adherent,,,,None
MC-001651-DEK1,ACH-001651,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-001652-lAQg,ACH-001652,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-001653-lh7D,ACH-001653,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001654-bKPM,ACH-001654,,adherent,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-001654-H2uU,ACH-001654,,adherent,,,,None
MC-001655-EedC,ACH-001655,,adherent,,,,None
MC-001655-jaAf,ACH-001655,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-001656-cu8h,ACH-001656,,suspension,,MF-001-008,RPMI + 10% FBS + 10ng/ml of human recombinant GM-CSF,None
MC-001664-yvtF,ACH-001664,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-001668-M8yU,ACH-001668,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-001669-PygV,ACH-001669,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001670-aw9W,ACH-001670,,adherent,,,,None
MC-001670-lwac,ACH-001670,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001672-NHzN,ACH-001672,,adherent,,MF-023-002,McCoy's 5A + 15% FBS,None
MC-001673-6Kys,ACH-001673,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001674-mbDI,ACH-001674,,adherent,,,,None
MC-001674-vHBi,ACH-001674,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-001675-IXck,ACH-001675,,adherent,,MF-004-003,F12 + 15% FBS + 2mM Glutamine,None
MC-001677-OSee,ACH-001677,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001679-DRZr,ACH-001679,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-001680-amSC,ACH-001680,,suspension,,,,None
MC-001685-vgiS,ACH-001685,,suspension,,MF-012-001,IMDM:RPMI (4:1) + 20% FBS + 2mM Glutamine,None
MC-001687-KHc1,ACH-001687,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001688-EWv4,ACH-001688,,adherent,,MF-015-002,EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001690-yWll,ACH-001690,,adherent,,MF-006-005,MEM + 20% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001691-0y4G,ACH-001691,,adherent,,MF-006-005,MEM + 20% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001692-JLND,ACH-001692,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001693-1F9N,ACH-001693,,adherent,,MF-006-005,MEM + 20% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001694-EG4Q,ACH-001694,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001696-AgNq,ACH-001696,,adherent,,MF-006-005,MEM + 20% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001698-xA1G,ACH-001698,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001699-TiNC,ACH-001699,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001701-aj6n,ACH-001701,,adherent,,MF-006-005,MEM + 20% FBS + 2mM Glutamine + 100uM NEAA,None
MC-001702-d1DG,ACH-001702,,adherent,,MF-002-002,DMEM + 10% FBS + 100uM NEAA,None
MC-001702-K6gv,ACH-001702,,adherent,,,,None
MC-001703-H1dO,ACH-001703,,suspension,,,,None
MC-001703-jAiM,ACH-001703,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001704-8ZPF,ACH-001704,,adherent,,MF-015-004,EMEM + 10% FBS + 100uM NEAA,None
MC-001704-Jowg,ACH-001704,,adherent,,,,None
MC-001705-4mvl,ACH-001705,,adherent,,MF-017-001,MEBM + 2% FBS + 2mM Glutamine + MEGM single quot + 10ng/ml EGF,None
MC-001707-F2CK,ACH-001707,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001709-uqbT,ACH-001709,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001711-6tHe,ACH-001711,,adherent,,,,None
MC-001711-Z0Qp,ACH-001711,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-001712-DTo0,ACH-001712,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-001715-5HwL,ACH-001715,,adherent,,,,None
MC-001715-Jkow,ACH-001715,,adherent,,MF-002-005,DMEM + 10% FBS + 2mM Glutamine + 1X Insulin-Transferrin-Selenium,None
MC-001716-LELA,ACH-001716,,adherent,,MF-041-001,RPMI:EMEM (1:1) + 10% FBS,None
MC-001716-QsRU,ACH-001716,,adherent,,,,None
MC-001719-PKkh,ACH-001719,,adherent,,MF-035-001,OCMI-L,None
MC-001735-LzxR,ACH-001735,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-001736-pJnl,ACH-001736,,suspension,,MF-001-001,RPMI + 10% FBS,None
