ModelConditionID,ModelID,ParentModelConditionID,CellFormat,PassageNumber,GrowthMedia,FormulationID,PlateCoating
MC-000001-ztiA,ACH-000001,,adherent,,MF-001-041,RPMI + 20% FBS + 0.01 mg/ml insulin,None
MC-000001-ZU8p,ACH-000001,,adherent,,,,None
MC-000002-8QnY,ACH-000002,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-000002-UPDL,ACH-000002,,suspension,,,,None
MC-000003-DWgN,ACH-000003,,adherent,,MF-015-009,EMEM + 20% FBS,None
MC-000004-pA3k,ACH-000004,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000005-Aycs,ACH-000005,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000006-DkL3,ACH-000006,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000006-kr0r,ACH-000006,,mixed,,,,None
MC-000007-nTml,ACH-000007,,adherent,,,,None
MC-000007-SSIv,ACH-000007,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000008-LaE3,ACH-000008,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000008-OGcy,ACH-000008,,,,,,None
MC-000009-Kmv4,ACH-000009,,adherent,,,,None
MC-000009-l0XO,ACH-000009,,adherent,,MF-002-021,DMEM + 10% FBS + 0.01 mg/ml Transferrin,None
MC-000011-bxAg,ACH-000011,,monolayer,,MF-002-001,DMEM + 10% FBS,None
MC-000012-7IbT,ACH-000012,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000012-qY6Z,ACH-000012,,adherent,,,,None
MC-000013-MIEW,ACH-000013,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000014-aXo5,ACH-000014,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000015-jbp5,ACH-000015,,mixed,,,,None
MC-000015-qgxP,ACH-000015,,mixed,,MF-007-008,DMEM:F12 + 5% FBS,None
MC-000016-0Cgg,ACH-000016,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000017-MjyQ,ACH-000017,,mixed,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000018-WB0V,ACH-000018,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000018-Zo2z,ACH-000018,,adherent,,,,None
MC-000019-fjAY,ACH-000019,,adherent,,,,None
MC-000019-PiAK,ACH-000019,,adherent,,MF-015-010,EMEM + 10% FBS + 0.01 mg/ml recombinant insulin,None
MC-000020-GnMZ,ACH-000020,,suspension,,,,None
MC-000020-t4nI,ACH-000020,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000021-GmXg,ACH-000021,,adherent,,,,None
MC-000021-UvGW,ACH-000021,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000022-fRaU,ACH-000022,,monolayer,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000023-eHda,ACH-000023,,adherent,,,,None
MC-000023-zYrZ,ACH-000023,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000024-kxGf,ACH-000024,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000024-Tg2w,ACH-000024,,suspension,,,,None
MC-000025-jryP,ACH-000025,,mixed,,MF-002-001,DMEM + 10% FBS,None
MC-000026-oSZT,ACH-000026,,mixed,,MF-002-001,DMEM + 10% FBS,None
MC-000027-ohxB,ACH-000027,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000028-upIc,ACH-000028,,monolayer,,MF-002-001,DMEM + 10% FBS,None
MC-000029-BMZc,ACH-000029,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-000030-gWWM,ACH-000030,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000030-qlUo,ACH-000030,,adherent,,,,None
MC-000031-htZU,ACH-000031,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000032-b8Um,ACH-000032,,mixed,,MF-001-020,RPMI + 20% FBS,None
MC-000033-96oj,ACH-000033,,adherent,,MF-001-014,RPMI + 5% FBS,None
MC-000034-1Ulp,ACH-000034,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000035-aT3G,ACH-000035,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000035-eNCM,ACH-000035,,adherent,,,,None
MC-000036-CO69,ACH-000036,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000037-Q40d,ACH-000037,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000037-VPKs,ACH-000037,,monolayer,,,,None
MC-000038-mD4i,ACH-000038,,suspension,,,,None
MC-000038-Q9yo,ACH-000038,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000039-iKfU,ACH-000039,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000040-IUSx,ACH-000040,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000040-n11m,ACH-000040,,adherent,,,,None
MC-000041-uPBf,ACH-000041,,mixed,,MF-001-017,RPMI + 15% FBS,None
MC-000042-eOnX,ACH-000042,,adherent,,MF-001-043,RPMI + 10% FBS + 1mM Sodium pyruvate,None
MC-000042-XBux,ACH-000042,,adherent,,,,None
MC-000043-0ycN,ACH-000043,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000044-Ar1B,ACH-000044,,adherent,,MF-021-003,L-15 + 20% FBS,None
MC-000045-lM0u,ACH-000045,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-000045-yAHm,ACH-000045,,suspension,,,,None
MC-000046-M8UB,ACH-000046,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000046-Whue,ACH-000046,,adherent,,,,None
MC-000047-fRLW,ACH-000047,,adherent,,MF-006-012,MEM + 15% FBS,None
MC-000047-zsdR,ACH-000047,,adherent,,,,None
MC-000048-2B6B,ACH-000048,,adherent,,,,None
MC-000048-ByXu,ACH-000048,,adherent,,MF-044-001,MCDB 105:Medium 199 (1:1) + 15% FBS + 1.5g/l Sodium bicarbonate,None
MC-000049-k0Ty,ACH-000049,,,,,,None
MC-000050-aBTf,ACH-000050,,suspension,,MF-001-006,RPMI + 10% FBS + 50uM 2-Mercaptoethanol,None
MC-000050-olUM,ACH-000050,,suspension,,,,None
MC-000051-Vd8P,ACH-000051,,,,MF-002-001,DMEM + 10% FBS,None
MC-000052-HhbT,ACH-000052,,adherent,,,,None
MC-000052-uUW6,ACH-000052,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000053-6XfB,ACH-000053,,suspension,,MF-001-021,RPMI + 20% FBS + 2mM Glutamine,None
MC-000053-bDQJ,ACH-000053,,suspension,,,,None
MC-000054-HY9e,ACH-000054,,adherent,,,,None
MC-000054-JG3n,ACH-000054,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000055-M4n1,ACH-000055,,mixed,,MF-006-001,MEM + 10% FBS,None
MC-000055-ndMA,ACH-000055,,mixed,,,,None
MC-000056-b4Q3,ACH-000056,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000056-SNU0,ACH-000056,,suspension,,,,None
MC-000057-XS1q,ACH-000057,,,,,,None
MC-000058-NNVe,ACH-000058,,monolayer,,,,None
MC-000058-Nu4f,ACH-000058,,monolayer,,MF-002-009,DMEM + 20% FBS,None
MC-000059-DjJ1,ACH-000059,,suspension,,MF-005-008,IMDM + 20% FBS + 1.5g/L NaCO3,None
MC-000059-DVKs,ACH-000059,,,,,,None
MC-000060-nHy6,ACH-000060,,adherent,,,,None
MC-000060-SiKf,ACH-000060,,adherent,,MF-001-019,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 18mM Sodium bicarbonate + 25mM Glucose,None
MC-000061-52tP,ACH-000061,,suspension,,,,None
MC-000061-Jp3F,ACH-000061,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000062-eiDD,ACH-000062,,adherent,,MF-015-004,EMEM + 10% FBS + 100uM NEAA,None
MC-000062-ii2u,ACH-000062,,adherent,,,,None
MC-000063-VSwF,ACH-000063,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000064-BKYw,ACH-000064,,,,,,None
MC-000065-80tJ,ACH-000065,,suspension,,MF-003-002,AlphaMEM + 20% FBS + 10ng/ml GM-CSF,None
MC-000066-Glga,ACH-000066,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000067-Fdh5,ACH-000067,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000067-VEBD,ACH-000067,,adherent,,,,None
MC-000068-QFYk,ACH-000068,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000069-L4Ub,ACH-000069,,suspension,,MF-002-001,DMEM + 10% FBS,None
MC-000070-FRqI,ACH-000070,,,,,,None
MC-000070-XibM,ACH-000070,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000071-LWFd,ACH-000071,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000072-l5Ss,ACH-000072,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000072-L6Xl,ACH-000072,,adherent,,,,None
MC-000073-32tT,ACH-000073,,suspension,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000073-3JOs,ACH-000073,,suspension,,,,None
MC-000074-OKtM,ACH-000074,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000074-Qybw,ACH-000074,,adherent,,,,None
MC-000075-5KSA,ACH-000075,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000075-diaC,ACH-000075,,adherent,,,,None
MC-000076-het0,ACH-000076,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000077-BZeg,ACH-000077,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-000078-HM1w,ACH-000078,,mixed,,,,None
MC-000078-SV5j,ACH-000078,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000079-rZyX,ACH-000079,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000080-flxZ,ACH-000080,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000081-4EMy,ACH-000081,,,,,,None
MC-000081-pPrw,ACH-000081,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000082-5vwb,ACH-000082,,adherent,,,,None
MC-000082-zify,ACH-000082,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000083-6AIn,ACH-000083,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000084-JWzO,ACH-000084,,,,,,None
MC-000085-DjQm,ACH-000085,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-000086-pkVs,ACH-000086,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000087-JDLx,ACH-000087,,mixed,,,,None
MC-000087-VZnM,ACH-000087,,mixed,,MF-023-002,McCoy's 5A + 15% FBS,None
MC-000088-gsuH,ACH-000088,,adherent,,,,None
MC-000089-WKcu,ACH-000089,,adherent,,,,None
MC-000090-ycrc,ACH-000090,,adherent,,MF-004-001,F12 + 10% FBS,None
MC-000091-ErqO,ACH-000091,,adherent,,MF-007-009,DMEM:F12 + 5% FBS + 2mM Glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone,None
MC-000091-gNqr,ACH-000091,,adherent,,,,None
MC-000092-ewoj,ACH-000092,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000092-Sqr2,ACH-000092,,adherent,,,,None
MC-000093-IB96,ACH-000093,,adherent,,MF-001-019,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 18mM Sodium bicarbonate + 25mM Glucose,None
MC-000094-AOIW,ACH-000094,,adherent,,,,None
MC-000094-xXa1,ACH-000094,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000095-UcYl,ACH-000095,,mixed,,MF-015-009,EMEM + 20% FBS,None
MC-000096-dANy,ACH-000096,,adherent,,,,None
MC-000096-OrvI,ACH-000096,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000097-qJSn,ACH-000097,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000098-QY0Z,ACH-000098,,monolayer,,,,None
MC-000098-U59c,ACH-000098,,monolayer,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000099-FsxW,ACH-000099,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000099-kZpG,ACH-000099,,monolayer,,,,None
MC-000100-8Lil,ACH-000100,,monolayer,,MF-001-001,RPMI + 10% FBS,None
MC-000100-L6VD,ACH-000100,,monolayer,,,,None
MC-000101-0kr1,ACH-000101,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000101-Bp61,ACH-000101,,suspension,,,,None
MC-000102-BlKn,ACH-000102,,monolayer,,,,None
MC-000102-cDc4,ACH-000102,,monolayer,,MF-003-001,AlphaMEM + 10% FBS,None
MC-000103-KfEO,ACH-000103,,adherent,,MF-021-003,L-15 + 20% FBS,None
MC-000103-WPPc,ACH-000103,,adherent,,,,None
MC-000104-RcHz,ACH-000104,,suspension,,,,None
MC-000104-UvFa,ACH-000104,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000105-3CZh,ACH-000105,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000105-bK2q,ACH-000105,,suspension,,,,None
MC-000106-5fQ2,ACH-000106,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000106-ehLj,ACH-000106,,suspension,,,,None
MC-000107-e6AU,ACH-000107,,,,,,None
MC-000107-zmrK,ACH-000107,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000108-dHhM,ACH-000108,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000108-qIhD,ACH-000108,,adherent,,,,None
MC-000109-cK3a,ACH-000109,,mixed,,MF-013-001,ACL4 + 10% FBS,None
MC-000109-EAHI,ACH-000109,,mixed,,,,None
MC-000110-jhTc,ACH-000110,,suspension,,MF-002-001,DMEM + 10% FBS,None
MC-000111-l0dD,ACH-000111,,mixed,,,,None
MC-000111-S0c9,ACH-000111,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000112-7H1B,ACH-000112,,suspension,,,,None
MC-000112-bjRJ,ACH-000112,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-000113-1t5g,ACH-000113,,suspension,,MF-003-005,AlphaMEM + 20% FBS,None
MC-000113-FfKt,ACH-000113,,suspension,,,,None
MC-000114-6cSZ,ACH-000114,,adherent,,,,None
MC-000114-XdzL,ACH-000114,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000115-7eZ4,ACH-000115,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000115-FtO4,ACH-000115,,adherent,,,,None
MC-000116-Wp16,ACH-000116,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000117-n0Mf,ACH-000117,,,,,,None
MC-000117-Onfr,ACH-000117,,adherent,,MF-001-018,RPMI + 15% FBS + 2mM Glutamine,None
MC-000118-AMV8,ACH-000118,,adherent,,,,None
MC-000118-EfzL,ACH-000118,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000119-biIS,ACH-000119,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000120-SeIV,ACH-000120,,adherent,,MF-027-001,EMEM:F12 + 10% FBS,None
MC-000120-VBci,ACH-000120,,adherent,,,,None
MC-000121-7t1B,ACH-000121,,mixed,,MF-001-014,RPMI + 5% FBS,None
MC-000121-x0xD,ACH-000121,,mixed,,,,None
MC-000122-PKNQ,ACH-000122,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000123-f35B,ACH-000123,,adherent,,MF-002-003,DMEM + 10% FBS + 2mM Glutamine,None
MC-000124-5pKl,ACH-000124,,suspension,,MF-003-001,AlphaMEM + 10% FBS,None
MC-000124-Ol8g,ACH-000124,,suspension,,,,None
MC-000125-tLIF,ACH-000125,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000126-1rwT,ACH-000126,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000127-8tHu,ACH-000127,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000128-Wk2O,ACH-000128,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000129-5G4s,ACH-000129,,suspension,,MF-007-014,DMEM:F12 + 20ug/ml insulin + 10ug/ml transferrin + 25nM sodium selenite + 50nM Hydrocortisone + 1ng/ml EGF + 10uM ethanolamine + 10uM phosphorylethanolamine + 100pM triiodothyronine + 0.5% (w/v) BSA (final conc.) + 10mM HEPES + 500uM sodium pyruvate + 2mM Glutamine,None
MC-000129-Xfg0,ACH-000129,,suspension,,,,None
MC-000130-bX0R,ACH-000130,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000131-g6bE,ACH-000131,,adherent,,,,None
MC-000132-D7jg,ACH-000132,,adherent,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-000132-IVJR,ACH-000132,,adherent,,,,None
MC-000133-Kih3,ACH-000133,,adherent,,MF-002-008,DMEM + 5% FBS,None
MC-000134-Xj1k,ACH-000134,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000135-FXuF,ACH-000135,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000135-L9Ng,ACH-000135,,,,,,None
MC-000136-EkZe,ACH-000136,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000136-Im3x,ACH-000136,,mixed,,,,None
MC-000137-I8Ak,ACH-000137,,adherent,,,,None
MC-000137-Zhqt,ACH-000137,,adherent,,MF-006-014,MEM + 20% FBS,None
MC-000138-tChl,ACH-000138,,mixed,,,,None
MC-000138-YEvZ,ACH-000138,,mixed,,MF-002-001,DMEM + 10% FBS,None
MC-000139-cnnh,ACH-000139,,adherent,,,,None
MC-000139-Hnr6,ACH-000139,,adherent,,MF-001-042,RPMI + 15% FBS + 10 Units/ml recombinant insulin,None
MC-000140-6aW4,ACH-000140,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000141-aXn7,ACH-000141,,monolayer,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000142-E7OD,ACH-000142,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000142-jGL9,ACH-000142,,adherent,,,,None
MC-000143-xMKb,ACH-000143,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000144-hewW,ACH-000144,,adherent,,,,None
MC-000144-wKtf,ACH-000144,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000145-3ydU,ACH-000145,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-000145-ueOU,ACH-000145,,adherent,,,,None
MC-000146-cqxn,ACH-000146,,suspension,,MF-001-006,RPMI + 10% FBS + 50uM 2-Mercaptoethanol,None
MC-000146-qEga,ACH-000146,,suspension,,,,None
MC-000147-L6rc,ACH-000147,,adherent,,,,None
MC-000147-Uovr,ACH-000147,,adherent,,MF-001-045,RPMI + 10% FBS + 2ug/ml Insulin,None
MC-000148-QiID,ACH-000148,,adherent,,,,None
MC-000148-Vaxi,ACH-000148,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000149-PgwQ,ACH-000149,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000149-T5h1,ACH-000149,,,,,,None
MC-000150-x7RT,ACH-000150,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000151-ePfA,ACH-000151,,suspension,,,,None
MC-000151-opkL,ACH-000151,,suspension,,MF-005-001,IMDM + 10% FBS,None
MC-000152-QYcw,ACH-000152,,adherent,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-000153-IsfJ,ACH-000153,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000153-qKFu,ACH-000153,,adherent,,,,None
MC-000154-Ip6F,ACH-000154,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000155-08lg,ACH-000155,,,,,,None
MC-000155-zv6Z,ACH-000155,,adherent,,MF-021-001,L-15 + 10% FBS,None
MC-000156-hhaU,ACH-000156,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-000156-s6DS,ACH-000156,,,,,,None
MC-000157-92YL,ACH-000157,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000157-OdB2,ACH-000157,,suspension,,,,None
MC-000158-KWQI,ACH-000158,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000159-MXbI,ACH-000159,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000159-y9yS,ACH-000159,,adherent,,,,None
MC-000160-11p8,ACH-000160,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000161-IphX,ACH-000161,,adherent,,MF-001-018,RPMI + 15% FBS + 2mM Glutamine,None
MC-000161-o3kZ,ACH-000161,,adherent,,,,None
MC-000162-ax5K,ACH-000162,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000162-QU83,ACH-000162,,suspension,,,,None
MC-000163-SnsT,ACH-000163,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000164-DAfq,ACH-000164,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000165-8cyy,ACH-000165,,,,,,None
MC-000166-YiKe,ACH-000166,,suspension,,MF-001-023,RPMI + 20% FBS + 2 mM L-glutamine + 18mM sodium bicarbonate + 25mM glucose + 10 mM HEPES + 1mM sodium pyruvate + 2 ng/ml human recombinant granulocyte macrophage colony stimulating factor,None
MC-000167-lZrU,ACH-000167,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000168-iXaz,ACH-000168,,suspension,,,,None
MC-000168-L3Ll,ACH-000168,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000169-0day,ACH-000169,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000169-4B8F,ACH-000169,,adherent,,,,None
MC-000170-NUvh,ACH-000170,,,,,,None
MC-000171-D1xj,ACH-000171,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-000171-zfj6,ACH-000171,,adherent,,,,None
MC-000172-XmiC,ACH-000172,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000173-L2qF,ACH-000173,,adherent,,MF-007-018,DMEM:F12 + 10% FBS + 100uM NEAA,None
MC-000174-7K9z,ACH-000174,,monolayer,,,,None
MC-000174-bUpy,ACH-000174,,monolayer,,MF-002-001,DMEM + 10% FBS,None
MC-000175-8zy8,ACH-000175,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000176-3bk6,ACH-000176,,monolayer,,MF-001-021,RPMI + 20% FBS + 2mM Glutamine,None
MC-000176-yxGx,ACH-000176,,monolayer,,,,None
MC-000177-lGh6,ACH-000177,,mixed,,MF-001-015,RPMI + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM beta-estradiol,None
MC-000177-s9Tb,ACH-000177,,mixed,,,,None
MC-000178-Owto,ACH-000178,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000178-UinF,ACH-000178,,adherent,,,,None
MC-000179-iX25,ACH-000179,,suspension,,MF-007-010,DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 10ug/ml Transferrin + 30nM Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,None
MC-000180-OMR4,ACH-000180,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000181-8p4R,ACH-000181,,,,,,None
MC-000181-o3dt,ACH-000181,,adherent,,MF-007-001,DMEM:F12 + 10% FBS,None
MC-000182-9dWr,ACH-000182,,mixed,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000183-k64I,ACH-000183,,suspension,,MF-001-017,RPMI + 15% FBS,None
MC-000183-QKEz,ACH-000183,,suspension,,,,None
MC-000184-ymnM,ACH-000184,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000185-LdZV,ACH-000185,,suspension,,MF-002-001,DMEM + 10% FBS,None
MC-000186-Ebzs,ACH-000186,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000186-MEuo,ACH-000186,,adherent,,,,None
MC-000187-uKDb,ACH-000187,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-000188-4IZF,ACH-000188,,adherent,,,,None
MC-000188-qvBM,ACH-000188,,adherent,,MF-007-026,DMEM:F12 + 5% FBS + 2.5 mM Glutamine + 0.2 g/L sodium bicarbonate + 15 mM HEPES + 0.5 mM sodium pyruvate + 400 ng/ml hydrocortisone,None
MC-000189-2fOb,ACH-000189,,adherent,,,,None
MC-000189-8xLJ,ACH-000189,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000190-IvGg,ACH-000190,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000190-X60k,ACH-000190,,adherent,,,,None
MC-000191-En6E,ACH-000191,,monolayer,,MF-002-009,DMEM + 20% FBS,None
MC-000191-tRLY,ACH-000191,,monolayer,,,,None
MC-000192-cA5R,ACH-000192,,adherent,,,,None
MC-000192-PYXk,ACH-000192,,adherent,,MF-041-002,RPMI:EMEM (1:1) + 10% FBS + 2 mM L-glutamine + 1x insulin-transferrin-sodium selenite,None
MC-000193-a7Ej,ACH-000193,,suspension,,,,None
MC-000193-IINp,ACH-000193,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000194-bjZY,ACH-000194,,adherent,,,,None
MC-000195-S7vt,ACH-000195,,suspension,,MF-001-020,RPMI + 20% FBS,None
MC-000196-sKap,ACH-000196,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000196-uQGJ,ACH-000196,,suspension,,,,None
MC-000197-OUrl,ACH-000197,,suspension,,MF-001-017,RPMI + 15% FBS,None
MC-000197-qJT7,ACH-000197,,,,,,None
MC-000198-gRtm,ACH-000198,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000198-X3W2,ACH-000198,,suspension,,,,None
MC-000199-8FV3,ACH-000199,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000200-oWOr,ACH-000200,,adherent,,,,None
MC-000200-pE94,ACH-000200,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000201-rUIL,ACH-000201,,adherent,,MF-023-001,McCoy's 5A + 10% FBS,None
MC-000201-UFGL,ACH-000201,,adherent,,,,None
MC-000202-FaAp,ACH-000202,,mixed,,,,None
MC-000202-zGdK,ACH-000202,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000203-Ylfj,ACH-000203,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000204-0Tyh,ACH-000204,,mixed,,MF-005-001,IMDM + 10% FBS,None
MC-000204-MA2G,ACH-000204,,mixed,,,,None
MC-000205-IlC2,ACH-000205,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-000206-Jmpg,ACH-000206,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-000207-S7uy,ACH-000207,,adherent,,MF-015-001,EMEM + 10% FBS,None
MC-000207-SgZd,ACH-000207,,,,,,None
MC-000208-coHc,ACH-000208,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-000209-gfOv,ACH-000209,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-000210-6UEs,ACH-000210,,mixed,,MF-001-001,RPMI + 10% FBS,None
MC-000210-dz0J,ACH-000210,,mixed,,,,None
MC-000211-d793,ACH-000211,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-000211-Kvuy,ACH-000211,,adherent,,,,None
MC-000212-cLyi,ACH-000212,,monolayer,,,,None
MC-000212-Rnzm,ACH-000212,,monolayer,,MF-002-001,DMEM + 10% FBS,None
MC-000213-7y66,ACH-000213,,mixed,,MF-003-001,AlphaMEM + 10% FBS,None
MC-000213-JI9c,ACH-000213,,mixed,,,,None
MC-000214-aZvx,ACH-000214,,adherent,,MF-002-001,DMEM + 10% FBS,None
