"from"	"to"	"Metabolite"
"903"	"ENSG00000086159"	"ENSG00000164398"	"m1030"
"904"	"ENSG00000086159"	"ENSG00000197142"	"m1030"
"905"	"ENSG00000086159"	"ENSG00000239642"	"m1030"
"906"	"ENSG00000086159"	"ENSG00000116157"	"m1030"
"907"	"ENSG00000086159"	"ENSG00000117450"	"m1030"
"908"	"ENSG00000086159"	"ENSG00000117592"	"m1030"
"909"	"ENSG00000086159"	"ENSG00000126432"	"m1030"
"910"	"ENSG00000086159"	"ENSG00000164294"	"m1030"
"911"	"ENSG00000086159"	"ENSG00000165672"	"m1030"
"912"	"ENSG00000086159"	"ENSG00000167468"	"m1030"
"913"	"ENSG00000086159"	"ENSG00000167815"	"m1030"
"914"	"ENSG00000086159"	"ENSG00000176153"	"m1030"
"915"	"ENSG00000086159"	"ENSG00000198704"	"m1030"
"916"	"ENSG00000086159"	"ENSG00000211445"	"m1030"
"917"	"ENSG00000086159"	"ENSG00000224586"	"m1030"
"918"	"ENSG00000086159"	"ENSG00000233276"	"m1030"
"919"	"ENSG00000086159"	"ENSG00000138801"	"m1030"
"920"	"ENSG00000086159"	"ENSG00000198682"	"m1030"
"937"	"ENSG00000156110"	"ENSG00000134538"	"m1037"
"938"	"ENSG00000156110"	"ENSG00000057252"	"m1037"
"939"	"ENSG00000156110"	"ENSG00000167780"	"m1037"
"940"	"ENSG00000156110"	"ENSG00000087076"	"m1037"
"941"	"ENSG00000156110"	"ENSG00000099377"	"m1037"
"942"	"ENSG00000156110"	"ENSG00000100867"	"m1037"
"943"	"ENSG00000156110"	"ENSG00000109854"	"m1037"
"944"	"ENSG00000156110"	"ENSG00000121039"	"m1037"
"945"	"ENSG00000156110"	"ENSG00000138400"	"m1037"
"946"	"ENSG00000156110"	"ENSG00000139988"	"m1037"
"947"	"ENSG00000156110"	"ENSG00000145439"	"m1037"
"948"	"ENSG00000156110"	"ENSG00000159692"	"m1037"
"949"	"ENSG00000156110"	"ENSG00000160439"	"m1037"
"950"	"ENSG00000156110"	"ENSG00000164039"	"m1037"
"951"	"ENSG00000156110"	"ENSG00000167733"	"m1037"
"952"	"ENSG00000156110"	"ENSG00000170426"	"m1037"
"953"	"ENSG00000156110"	"ENSG00000170786"	"m1037"
"954"	"ENSG00000156110"	"ENSG00000176387"	"m1037"
"955"	"ENSG00000156110"	"ENSG00000183921"	"m1037"
"956"	"ENSG00000156110"	"ENSG00000184860"	"m1037"
"957"	"ENSG00000156110"	"ENSG00000186153"	"m1037"
"958"	"ENSG00000156110"	"ENSG00000187134"	"m1037"
"959"	"ENSG00000156110"	"ENSG00000197894"	"m1037"
"960"	"ENSG00000156110"	"ENSG00000198074"	"m1037"
"961"	"ENSG00000156110"	"ENSG00000198189"	"m1037"
"962"	"ENSG00000156110"	"ENSG00000198610"	"m1037"
"963"	"ENSG00000156110"	"ENSG00000204228"	"m1037"
"964"	"ENSG00000156110"	"ENSG00000227471"	"m1037"
"965"	"ENSG00000156110"	"ENSG00000240857"	"m1037"
"966"	"ENSG00000156110"	"ENSG00000012660"	"m1037"
"967"	"ENSG00000156110"	"ENSG00000066322"	"m1037"
"968"	"ENSG00000156110"	"ENSG00000118402"	"m1037"
"969"	"ENSG00000156110"	"ENSG00000119915"	"m1037"
"970"	"ENSG00000156110"	"ENSG00000164181"	"m1037"
"971"	"ENSG00000156110"	"ENSG00000170522"	"m1037"
"972"	"ENSG00000156110"	"ENSG00000197977"	"m1037"
"980"	"ENSG00000121691"	"ENSG00000134538"	"m1037"
"981"	"ENSG00000121691"	"ENSG00000057252"	"m1037"
"982"	"ENSG00000121691"	"ENSG00000167780"	"m1037"
"983"	"ENSG00000121691"	"ENSG00000087076"	"m1037"
"984"	"ENSG00000121691"	"ENSG00000099377"	"m1037"
"985"	"ENSG00000121691"	"ENSG00000100867"	"m1037"
"986"	"ENSG00000121691"	"ENSG00000109854"	"m1037"
"987"	"ENSG00000121691"	"ENSG00000121039"	"m1037"
"988"	"ENSG00000121691"	"ENSG00000138400"	"m1037"
"989"	"ENSG00000121691"	"ENSG00000139988"	"m1037"
"990"	"ENSG00000121691"	"ENSG00000145439"	"m1037"
"991"	"ENSG00000121691"	"ENSG00000159692"	"m1037"
"992"	"ENSG00000121691"	"ENSG00000160439"	"m1037"
"993"	"ENSG00000121691"	"ENSG00000164039"	"m1037"
"994"	"ENSG00000121691"	"ENSG00000167733"	"m1037"
"995"	"ENSG00000121691"	"ENSG00000170426"	"m1037"
"996"	"ENSG00000121691"	"ENSG00000170786"	"m1037"
