"from"	"to"	"Metabolite"
"930"	"ENSG00000147119"	"ENSG00000196616"	"m1242"
"931"	"ENSG00000147119"	"ENSG00000197894"	"m1242"
"932"	"ENSG00000147119"	"ENSG00000198099"	"m1242"
"933"	"ENSG00000147119"	"ENSG00000248144"	"m1242"
"934"	"ENSG00000147119"	"ENSG00000135929"	"m1242"
"955"	"ENSG00000103064"	"ENSG00000049239"	"m1255"
"956"	"ENSG00000103064"	"ENSG00000130313"	"m1255"
"957"	"ENSG00000103064"	"ENSG00000103064"	"m1255"
"958"	"ENSG00000103064"	"ENSG00000103257"	"m1255"
"959"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000103064"	"m1257"
"960"	"ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848"	"ENSG00000103257"	"m1257"
"978"	"ENSG00000103257"	"ENSG00000060971 and ENSG00000167306"	"m1266"
"979"	"ENSG00000103257"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"m1267"
"981"	"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000142494"	"m1272"
"982"	"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000180638"	"m1272"
"985"	"ENSG00000049239"	"ENSG00000100522"	"m1276"
"986"	"ENSG00000049239"	"ENSG00000068976"	"m1276"
"987"	"ENSG00000049239"	"ENSG00000100504"	"m1276"
"988"	"ENSG00000049239"	"ENSG00000100994"	"m1276"
"989"	"ENSG00000049239"	"ENSG00000162688"	"m1276"
"995"	"ENSG00000137563"	"ENSG00000160870"	"m1284"
"996"	"ENSG00000137563"	"ENSG00000282301"	"m1284"
"997"	"ENSG00000137563"	"ENSG00000101846"	"m1284"
"998"	"ENSG00000137563"	"ENSG00000179142"	"m1284"
"999"	"ENSG00000137563"	"ENSG00000117594"	"m1284"
"1030"	"ENSG00000072778"	"ENSG00000143149"	"m1288"
"1031"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000072210"	"m1289"
"1032"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000111275"	"m1289"
"1033"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000137124"	"m1289"
"1034"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000143149"	"m1289"
"1035"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000164904"	"m1289"
"1036"	"ENSG00000006534"	"ENSG00000072210"	"m1289"
"1037"	"ENSG00000006534"	"ENSG00000111275"	"m1289"
"1038"	"ENSG00000006534"	"ENSG00000137124"	"m1289"
"1039"	"ENSG00000006534"	"ENSG00000143149"	"m1289"
"1040"	"ENSG00000006534"	"ENSG00000164904"	"m1289"
"1041"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000072778"	"m1291"
"1042"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000115361"	"m1291"
"1043"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000117054"	"m1291"
"1044"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"ENSG00000177646"	"m1291"
"1045"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1292"
"1046"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000006534"	"m1292"
"1047"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000108602"	"m1292"
"1048"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000132746"	"m1292"
"1049"	"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000184254"	"m1292"
"1050"	"ENSG00000143149"	"ENSG00000103064"	"m1294"
"1051"	"ENSG00000143149"	"ENSG00000103257"	"m1294"
"1052"	"ENSG00000072041"	"ENSG00000174358"	"m1296"
"1053"	"ENSG00000072041"	"ENSG00000268104"	"m1296"
"1054"	"ENSG00000025423"	"ENSG00000006756"	"m13"
"1055"	"ENSG00000025423"	"ENSG00000101846"	"m13"
"1056"	"ENSG00000025423"	"ENSG00000157399"	"m13"
"1057"	"ENSG00000099797"	"ENSG00000180210"	"m1302"
"1058"	"ENSG00000180210"	"ENSG00000021461"	"m1303"
