"from"	"to"	"Metabolite"
"6159"	"ENSG00000107798"	"ENSG00000100372"	"m1039"
"6168"	"ENSG00000120915"	"ENSG00000169710"	"m1039"
"6172"	"ENSG00000120915"	"ENSG00000100372"	"m1039"
"6181"	"ENSG00000176974"	"ENSG00000169710"	"m1039"
"6185"	"ENSG00000176974"	"ENSG00000100372"	"m1039"
"6194"	"ENSG00000196177"	"ENSG00000169710"	"m1039"
"6198"	"ENSG00000196177"	"ENSG00000100372"	"m1039"
"6207"	"ENSG00000162551"	"ENSG00000169710"	"m1039"
"6211"	"ENSG00000162551"	"ENSG00000100372"	"m1039"
"6230"	"ENSG00000012779"	"ENSG00000012779"	"m104"
"6278"	"ENSG00000006534"	"ENSG00000131069"	"m1063"
"6279"	"ENSG00000006534"	"ENSG00000146701"	"m1063"
"6281"	"ENSG00000006534"	"ENSG00000068366"	"m1063"
"6282"	"ENSG00000006534"	"ENSG00000103740"	"m1063"
"6283"	"ENSG00000006534"	"ENSG00000123983"	"m1063"
"6284"	"ENSG00000006534"	"ENSG00000130377"	"m1063"
"6285"	"ENSG00000006534"	"ENSG00000140284"	"m1063"
"6286"	"ENSG00000006534"	"ENSG00000151726"	"m1063"
"6287"	"ENSG00000006534"	"ENSG00000164398"	"m1063"
"6288"	"ENSG00000006534"	"ENSG00000197142"	"m1063"
"6289"	"ENSG00000006534"	"ENSG00000239642"	"m1063"
"6290"	"ENSG00000006534"	"ENSG00000134538"	"m1063"
"6292"	"ENSG00000006534"	"ENSG00000086159"	"m1063"
"6293"	"ENSG00000006534"	"ENSG00000100170"	"m1063"
"6294"	"ENSG00000006534"	"ENSG00000103375"	"m1063"
"6295"	"ENSG00000006534"	"ENSG00000143595"	"m1063"
"6296"	"ENSG00000006534"	"ENSG00000161798"	"m1063"
"6297"	"ENSG00000006534"	"ENSG00000165269"	"m1063"
"6298"	"ENSG00000006534"	"ENSG00000165272"	"m1063"
"6299"	"ENSG00000006534"	"ENSG00000167580"	"m1063"
"6300"	"ENSG00000006534"	"ENSG00000171885"	"m1063"
"6301"	"ENSG00000006534"	"ENSG00000240583"	"m1063"
"6302"	"ENSG00000006534"	"ENSG00000259916"	"m1063"
"6313"	"ENSG00000086159"	"ENSG00000116157"	"m1064"
"6314"	"ENSG00000086159"	"ENSG00000117450"	"m1064"
"6315"	"ENSG00000086159"	"ENSG00000117592"	"m1064"
"6316"	"ENSG00000086159"	"ENSG00000126432"	"m1064"
"6317"	"ENSG00000086159"	"ENSG00000164294"	"m1064"
"6318"	"ENSG00000086159"	"ENSG00000165672"	"m1064"
"6319"	"ENSG00000086159"	"ENSG00000167468"	"m1064"
"6320"	"ENSG00000086159"	"ENSG00000167815"	"m1064"
"6321"	"ENSG00000086159"	"ENSG00000176153"	"m1064"
"6322"	"ENSG00000086159"	"ENSG00000198704"	"m1064"
"6323"	"ENSG00000086159"	"ENSG00000211445"	"m1064"
"6324"	"ENSG00000086159"	"ENSG00000224586"	"m1064"
"6325"	"ENSG00000086159"	"ENSG00000233276"	"m1064"
"6326"	"ENSG00000086159"	"ENSG00000138185"	"m1064"
"6327"	"ENSG00000086159"	"ENSG00000168032"	"m1064"
"6328"	"ENSG00000086159"	"ENSG00000188833"	"m1064"
"6329"	"ENSG00000086159"	"ENSG00000068366"	"m1064"
"6330"	"ENSG00000086159"	"ENSG00000103740"	"m1064"
"6331"	"ENSG00000086159"	"ENSG00000123983"	"m1064"
"6332"	"ENSG00000086159"	"ENSG00000130377"	"m1064"
"6333"	"ENSG00000086159"	"ENSG00000140284"	"m1064"
"6334"	"ENSG00000086159"	"ENSG00000151726"	"m1064"
"6335"	"ENSG00000086159"	"ENSG00000164398"	"m1064"
"6336"	"ENSG00000086159"	"ENSG00000197142"	"m1064"
"6337"	"ENSG00000086159"	"ENSG00000239642"	"m1064"
"6339"	"ENSG00000086159"	"ENSG00000138801"	"m1064"
"6340"	"ENSG00000086159"	"ENSG00000198682"	"m1064"
"6341"	"ENSG00000086159"	"ENSG00000101911"	"m1064"
"6342"	"ENSG00000086159"	"ENSG00000147224"	"m1064"
"6343"	"ENSG00000086159"	"ENSG00000229937"	"m1064"
"6348"	"ENSG00000086159"	"ENSG00000054179"	"m1064"
"6351"	"ENSG00000086159"	"ENSG00000171302"	"m1064"
"6352"	"ENSG00000086159"	"ENSG00000187097"	"m1064"
"6354"	"ENSG00000086159"	"ENSG00000197217"	"m1064"
"6355"	"ENSG00000086159"	"ENSG00000197586"	"m1064"
"6365"	"ENSG00000134538"	"ENSG00000057252"	"m1070"
"6366"	"ENSG00000134538"	"ENSG00000167780"	"m1070"
"6368"	"ENSG00000007350"	"ENSG00000057252"	"m1070"
"6369"	"ENSG00000007350"	"ENSG00000167780"	"m1070"
"6371"	"ENSG00000107798"	"ENSG00000057252"	"m1070"
"6372"	"ENSG00000107798"	"ENSG00000167780"	"m1070"
"6377"	"ENSG00000156110"	"ENSG00000012660"	"m1071"
"6378"	"ENSG00000156110"	"ENSG00000066322"	"m1071"
"6379"	"ENSG00000156110"	"ENSG00000118402"	"m1071"
"6380"	"ENSG00000156110"	"ENSG00000119915"	"m1071"
"6381"	"ENSG00000156110"	"ENSG00000164181"	"m1071"
"6382"	"ENSG00000156110"	"ENSG00000170522"	"m1071"
"6383"	"ENSG00000156110"	"ENSG00000197977"	"m1071"
"6384"	"ENSG00000156110"	"ENSG00000134538"	"m1071"
"6385"	"ENSG00000156110"	"ENSG00000057252"	"m1071"
"6386"	"ENSG00000156110"	"ENSG00000167780"	"m1071"
"6394"	"ENSG00000156110"	"ENSG00000087076"	"m1071"
"6395"	"ENSG00000156110"	"ENSG00000099377"	"m1071"
"6396"	"ENSG00000156110"	"ENSG00000100867"	"m1071"
"6397"	"ENSG00000156110"	"ENSG00000109854"	"m1071"
"6398"	"ENSG00000156110"	"ENSG00000121039"	"m1071"
"6399"	"ENSG00000156110"	"ENSG00000138400"	"m1071"
"6400"	"ENSG00000156110"	"ENSG00000139988"	"m1071"
"6401"	"ENSG00000156110"	"ENSG00000145439"	"m1071"
"6402"	"ENSG00000156110"	"ENSG00000159692"	"m1071"
"6403"	"ENSG00000156110"	"ENSG00000160439"	"m1071"
"6404"	"ENSG00000156110"	"ENSG00000164039"	"m1071"
"6405"	"ENSG00000156110"	"ENSG00000167733"	"m1071"
"6406"	"ENSG00000156110"	"ENSG00000170426"	"m1071"
"6407"	"ENSG00000156110"	"ENSG00000170786"	"m1071"
"6408"	"ENSG00000156110"	"ENSG00000176387"	"m1071"
"6409"	"ENSG00000156110"	"ENSG00000183921"	"m1071"
"6410"	"ENSG00000156110"	"ENSG00000184860"	"m1071"
"6411"	"ENSG00000156110"	"ENSG00000186153"	"m1071"
"6412"	"ENSG00000156110"	"ENSG00000187134"	"m1071"
"6413"	"ENSG00000156110"	"ENSG00000197894"	"m1071"
"6414"	"ENSG00000156110"	"ENSG00000198074"	"m1071"
"6415"	"ENSG00000156110"	"ENSG00000198189"	"m1071"
"6416"	"ENSG00000156110"	"ENSG00000198610"	"m1071"
"6417"	"ENSG00000156110"	"ENSG00000204228"	"m1071"
"6418"	"ENSG00000156110"	"ENSG00000227471"	"m1071"
"6419"	"ENSG00000156110"	"ENSG00000240857"	"m1071"
"6420"	"ENSG00000121691"	"ENSG00000012660"	"m1071"
"6421"	"ENSG00000121691"	"ENSG00000066322"	"m1071"
"6422"	"ENSG00000121691"	"ENSG00000118402"	"m1071"
"6423"	"ENSG00000121691"	"ENSG00000119915"	"m1071"
"6424"	"ENSG00000121691"	"ENSG00000164181"	"m1071"
"6425"	"ENSG00000121691"	"ENSG00000170522"	"m1071"
"6426"	"ENSG00000121691"	"ENSG00000197977"	"m1071"
"6427"	"ENSG00000121691"	"ENSG00000134538"	"m1071"
"6428"	"ENSG00000121691"	"ENSG00000057252"	"m1071"
"6429"	"ENSG00000121691"	"ENSG00000167780"	"m1071"
"6437"	"ENSG00000121691"	"ENSG00000087076"	"m1071"
"6438"	"ENSG00000121691"	"ENSG00000099377"	"m1071"
"6439"	"ENSG00000121691"	"ENSG00000100867"	"m1071"
"6440"	"ENSG00000121691"	"ENSG00000109854"	"m1071"
"6441"	"ENSG00000121691"	"ENSG00000121039"	"m1071"
"6442"	"ENSG00000121691"	"ENSG00000138400"	"m1071"
"6443"	"ENSG00000121691"	"ENSG00000139988"	"m1071"
"6444"	"ENSG00000121691"	"ENSG00000145439"	"m1071"
"6445"	"ENSG00000121691"	"ENSG00000159692"	"m1071"
"6446"	"ENSG00000121691"	"ENSG00000160439"	"m1071"
"6447"	"ENSG00000121691"	"ENSG00000164039"	"m1071"
"6448"	"ENSG00000121691"	"ENSG00000167733"	"m1071"
"6449"	"ENSG00000121691"	"ENSG00000170426"	"m1071"
"6450"	"ENSG00000121691"	"ENSG00000170786"	"m1071"
"6451"	"ENSG00000121691"	"ENSG00000176387"	"m1071"
"6452"	"ENSG00000121691"	"ENSG00000183921"	"m1071"
"6453"	"ENSG00000121691"	"ENSG00000184860"	"m1071"
"6454"	"ENSG00000121691"	"ENSG00000186153"	"m1071"
"6455"	"ENSG00000121691"	"ENSG00000187134"	"m1071"
"6456"	"ENSG00000121691"	"ENSG00000197894"	"m1071"
"6457"	"ENSG00000121691"	"ENSG00000198074"	"m1071"
"6458"	"ENSG00000121691"	"ENSG00000198189"	"m1071"
"6459"	"ENSG00000121691"	"ENSG00000198610"	"m1071"
"6460"	"ENSG00000121691"	"ENSG00000204228"	"m1071"
"6461"	"ENSG00000121691"	"ENSG00000227471"	"m1071"
"6462"	"ENSG00000121691"	"ENSG00000240857"	"m1071"
"6463"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000012660"	"m1071"
"6464"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000066322"	"m1071"
