"from"	"to"	"Metabolite"
"643"	"ENSG00000100116"	"ENSG00000087008"	"m1008"
"644"	"ENSG00000100116"	"ENSG00000161533"	"m1008"
"648"	"ENSG00000100116"	"ENSG00000169710"	"m1008"
"653"	"ENSG00000100116"	"ENSG00000100372"	"m1008"
"690"	"ENSG00000012779"	"ENSG00000012779"	"m102"
"691"	"ENSG00000107798"	"ENSG00000107798"	"m1025"
"692"	"ENSG00000107798"	"ENSG00000170835"	"m1025"
"705"	"ENSG00000006534"	"ENSG00000068366"	"m1030"
"706"	"ENSG00000006534"	"ENSG00000103740"	"m1030"
"707"	"ENSG00000006534"	"ENSG00000123983"	"m1030"
"708"	"ENSG00000006534"	"ENSG00000130377"	"m1030"
"709"	"ENSG00000006534"	"ENSG00000140284"	"m1030"
"710"	"ENSG00000006534"	"ENSG00000151726"	"m1030"
"711"	"ENSG00000006534"	"ENSG00000164398"	"m1030"
"712"	"ENSG00000006534"	"ENSG00000197142"	"m1030"
"713"	"ENSG00000006534"	"ENSG00000239642"	"m1030"
"725"	"ENSG00000006534"	"ENSG00000086159"	"m1030"
"726"	"ENSG00000006534"	"ENSG00000100170"	"m1030"
"727"	"ENSG00000006534"	"ENSG00000103375"	"m1030"
"728"	"ENSG00000006534"	"ENSG00000143595"	"m1030"
"729"	"ENSG00000006534"	"ENSG00000161798"	"m1030"
"730"	"ENSG00000006534"	"ENSG00000165269"	"m1030"
"731"	"ENSG00000006534"	"ENSG00000165272"	"m1030"
"732"	"ENSG00000006534"	"ENSG00000167580"	"m1030"
"733"	"ENSG00000006534"	"ENSG00000171885"	"m1030"
"734"	"ENSG00000006534"	"ENSG00000240583"	"m1030"
"735"	"ENSG00000006534"	"ENSG00000259916"	"m1030"
"736"	"ENSG00000006534"	"ENSG00000134538"	"m1030"
"738"	"ENSG00000086159"	"ENSG00000054179"	"m1031"
"739"	"ENSG00000086159"	"ENSG00000138185"	"m1031"
"740"	"ENSG00000086159"	"ENSG00000168032"	"m1031"
"741"	"ENSG00000086159"	"ENSG00000171302"	"m1031"
"742"	"ENSG00000086159"	"ENSG00000187097"	"m1031"
"743"	"ENSG00000086159"	"ENSG00000188833"	"m1031"
"744"	"ENSG00000086159"	"ENSG00000197217"	"m1031"
"745"	"ENSG00000086159"	"ENSG00000197586"	"m1031"
"747"	"ENSG00000086159"	"ENSG00000138801"	"m1031"
"748"	"ENSG00000086159"	"ENSG00000198682"	"m1031"
"750"	"ENSG00000086159"	"ENSG00000101911"	"m1031"
"751"	"ENSG00000086159"	"ENSG00000147224"	"m1031"
"752"	"ENSG00000086159"	"ENSG00000229937"	"m1031"
